Importe €
2117
630
0
2304
2423
2446
1335
0
928
0
907
1058
1214
2053
1415
1216
333
1255
1596
1198
1352
1718
368
0
1799
1509
1260
1277
1740
519
0
2109
1241
1513
1673
2025
1650
316
2051
1103
1961
1700
2164
846
0
1505
1843
2422
0
1960
772
0
1495
2105
2206
1852
1402
630
0
2094
2225
1647
1867
1452
793
392
1425
1486
3
1540
2232
904
0
1604
1878
2043
2185
1650
1689
0
2131
1825
2029
1224
1842
561
0
2178
1335
1051
1888
1061
875
253
2904
2626
2106
1721
1590
863
0
1832
2325
0
1759
0
602
0
2541
1859
1327
1617
1855
770
0
1847
2358
2386
2225
1591
1445
1533
969
2676
1347
1579
2488
1441
0
0
2845
1437
1345
1683
0
0
2460
1431
2034
972
2437
1148
0
1159
1356
620
1064
1732
1116
561
1583
1442
2277
1404
992
1123
625
2818
1927
1775
1250
2300
790
0
1412
1803
1539
1661
1240
678
0
1965
1813
857
1063
1311
703
0
1978
1477
2052
1518
1468
1368
738
2046
1793
1414
1106
2094
1070
0
3341
1694
1448
1602
1618
800
0
2009
1812
954
1034
1476
693
0
1620
2044
2104
1234
1752
982
625
1365
1980
2181
0
0
1711
0
2856
1784
1392
1402
1749
652
0
2789
1763
1748
1441
1881
921
0
1994
1699
2011
1318
1538
1108
352
1482
1888
2005
1245
1623
999
0
3191
0
1774
2659
1801
734
0
1793
1899
1984
1050
1848
628
0
2004
1552
1325
1441
2190
1172
763
1348
1746
1550
1431
1408
962
0
2627
1979
1866
0
0
887
0
2330
2093
1723
1539
1944
606
0
2129
2183
1377
1898
1967
972
395
1470
1748
1918
2040
2200
845
0
2496
1703
1555
1629
1767
777
0
2076
1775
2052
1175
2179
991
0
1613
1677
2067
1344
2174
1030
445
1403
2106
1165
1726
1898
764
0
1784
1876
1530
1939
1194
946
0
1851
2091
934
1519
1981
1015
0
1469
2053
1472
1151
2987
1246
527
2795
1179
34
1540
1657
1098
0
2091
2093
1716
1872
2406
494
0
2767
3135
2555
1584
2980
0
0
1326
1329
1092
960
1815
614
818
1425
1484
1549
925
1511
723
0
1614
1589
1145
1169
2306
395
0
1461
1656
1429
1386
2012
1304
0
2381
1502
1178
763
1648
692
487
2686
1760
1862
2477
0
1738
0
2043
1131
1388
1140
1991
865
0
2156
1363
1913
1714
1510
1729
424
1845
1603
2499
0
1312
729
0
1895
1993
1387
1428
1501
1341
0
2058
2081
1089
1228
802
845
0
2069
2318
1319
1513
1696
991
0
1531
1995
2210
1140
2492
798
354
1418
1994
1335
0
1738
0
0
2682
2899
1638
1516
2030
904
0
2025
1783
1870
1681
1677
729
0
1271
0
2313
1873
2311
1912
1515
2304
579
1890
1448
1756
809
0
2276
1405
1348
1259
1473
515
0
1416
1585
1674
0
1737
716
0
2093
2182
1246
1458
1634
1007
0
1236
1854
1264
2003
1304
909
321
1936
2036
1831
1873
1294
1227
0
1669
1383
1291
664
996
823
0
1566
1706
1620
1303
1721
1081
0
1894
1698
1621
1023
1565
946
633
1409
1633
1342
1295
1536
1075
0
1705
1885
1975
1170
939
949
0
1722
1800
1127
1620
1338
1379
0
1403
1726
1130
1669
2126
1819
376
1317
1637
1980
527
2374
733
0
1787
2087
1329
1968
1658
1392
0
1980
1944
2037
0
0
1312
0
0
2478
2034
996
2069
1230
222
1778
2769
29
1627
2073
678
0
3089
1930
2667
1523
2246
1170
0
1599
1554
1693
1368
786
823
0
1372
1948
2505
1374
1562
2091
484
1298
2102
1810
2225
0
890
0
0
3096
2513
1540
1208
466
0
1486
1671
960
1476
1320
799
0
1988
2318
1378
1195
1608
1869
565
1703
1926
1550
2153
1802
1191
0
1718
1335
1146
1657
1847
741
0
1575
1406
1134
1340
2780
1013
824
1936
1975
1094
1482
808
1142
0
1774
2044
1548
1546
1122
986
350
1426
1437
1713
1414
1607
518
0
1512
1531
1263
1337
1689
1124
371
2305
1874
1278
0
1336
1065
0
2767
3053
1308
2294
1191
1272
292
1783
2807
1122
1641
2058
1289
0
1260
827
1060
1371
875
847
586
1501
2503
1551
634
1305
411
0
1773
1155
1312
909
1910
1418
429
1425
1690
1507
1540
1117
828
0
1769
1591
1359
1180
1723
1270
556
1533
1482
1585
1046
1069
0
0
1772
3146
690
1064
2130
1196
291
2325
1576
1622
820
2133
491
0
1606
1431
1458
1775
263
1476
720
1750
2522
1822
1521
1240
823
0
1756
2544
1450
1585
1199
533
502
2621
1751
1173
1286
1493
586
0
3610
1881
1647
2148
2508
1328
424
1631
1421
1438
1783
0
843
0
1635
2028
1029
1270
1126
819
243
2197
1852
1347
1909
1385
1098
0
2100
957
363
2683
2312
1148
1074
2715
1306
0
1141
1811
1055
0
0
1606
2984
1228
1156
799
515
2167
2106
1485
1732
0
871
0
1638
1817
1762
844
1301
1035
501
2108
1229
922
1626
1178
285
0
1765
2008
1053
1612
1357
800
474
2195
1220
1454
1024
1745
964
0
1405
1369
1385
1347
2307
936
359
1095
1282
946
1370
1922
1163
0
1273
2238
1867
1921
1352
988
270
1619
784
1757
1295
1782
1158
0
1933
1950
1134
648
1559
734
892
2212
1151
1766
1350
1427
354
0
2284
2094
754
1119
2041
1415
941
2055
2287
1125
0
0
1332
0
0
2377
1840
1859
1653
861
139
1534
2400
1157
2291
2485
528
0
1563
1641
3351
1761
333
1057
229
1952
1474
1344
1658
1953
510
0
1468
935
2154
2541
796
824
527
538
2215
1876
1130
1726
506
0
1432
2045
1623
1621
1646
1504
561
1321
2067
1795
1228
2091
583
0
1639
1040
2354
553
1685
1372
377
1290
1958
1865
1321
1763
668
0
1941
1262
1269
1441
1234
638
841
1346
1574
1082
1111
1062
693
0
2294
1313
660
1284
1894
489
360
1226
2386
970
1793
983
908
0
1981
1526
1510
1312
965
666
237
1858
1258
1069
1714
1102
644
0
1581
1108
1268
1055
1191
1126
246
1596
1253
1943
1040
1420
0
0
2050
1979
2050
1039
1366
896
781
981
1480
1160
1183
1542
846
0
1536
351
842
1525
1360
729
656
1205
1199
1351
1561
1469
370
0
1021
1746
2253
1911
1170
617
218
1061
1429
992
1831
1110
621
0
2455
1662
2902
1756
1156
547
182
1498
1729
1581
1193
1531
767
0
0
1941
854
1183
1510
1133
521
1475
1669
1693
1390
1494
631
0
2874
1986
1557
1715
1656
1461
454
1770
1315
977
1099
713
780
0
1437
2309
1357
2110
2535
927
958
1088
1776
1514
1644
2027
575
0
1610
1246
2043
1139
2062
1979
1048
1736
1984
1694
1263
1469
749
0
1496
0
2793
1097
1753
991
940
1373
1734
1565
1516
1794
991
0
2387
2306
1555
1807
501
1233
794
2248
3234
2138
748
