Importe €
3513
7721
7752
7972
7884
8748
9573
7949
7332
8872
8638
8492
7903
10587
11751
9635
8613
8003
10331
8365
9088
8194
7428
9141
9108
9326
9900
8860
6886
8143
7510
8336
6493
10216
8756
5059
7402
8092
7096
8669
8344
7238
8682
8827
7741
10068
8108
9431
8764
8813
7966
8199
7942
632
9902
6722
9110
7887
8284
9105
8954
8874
9026
9230
8863
6666
9433
9830
9663
8372
9680
10883
10918
10519
8742
6617
11166
9950
9214
10549
9299
9952
8116
9931
9103
10716
9050
12480
7397
7974
8659
9110
8580
9976
8096
11480
8689
9203
10631
10186
8508
11300
6740
11722
10953
9553
9688
9336
8768
10896
9540
7904
8962
11321
8579
7929
9101
8841
7975
9563
11221
10562
9600
8439
11050
8506
9523
8617
9480
7784
10391
11485
9194
9372
8135
8449
9673
8881
8026
9718
9436
8195
7486
8103
10526
9825
8502
9690
10470
7590
11049
9612
8641
11810
6519
9968
13386
10498
7310
10482
7609
9447
10859
8334
7711
10600
9523
10504
7979
10360
7237
9834
10542
10021
9242
10158
9201
10448
8445
7360
10236
10922
10220
9928
10249
10349
9062
9270
9390
10905
8303
10672
13021
7954
7616
8217
9248
8651
10523
8558
10810
7987
9545
8103
9906
10518
6486
11669
9766
11194
2304
6481
8275
7128
9621
8891
10198
6825
8997
9378
8290
8623
8987
10251
8567
10220
7274
9030
8953
12625
7825
11337
8326
8823
7712
10920
10324
8445
10073
8438
9371
8114
8827
7859
12177
10701
6826
7904
8906
8107
9447
6716
10289
8966
8728
9677
9568
8909
13545
7117
8151
9788
10637
4021
4007
8288
8360
8898
7348
9068
8603
9107
7777
9908
8395
8850
8260
10648
6798
8729
10394
9935
8890
9246
7991
10431
9086
9019
8865
8625
6868
8294
8266
8197
7644
7575
7252
10160
7192
6998
7154
8937
7044
10660
8300
7142
8352
11702
6654
11632
8623
11127
8894
9070
8972
10582
8368
